overall,reviewerID,asin,Predict
2,A33PVCHCQ2BTN0,B00PSFLL3M,1.513955774834512
5,A1JZFGZEZVWQPY,B01B4OIJ62,2.3236712869949367
4,A3M3W5GV0HIQK4,B001EGP680,3.5789473684210527
5,A2CA0CFUZS89OG,B010BJFQ2G,5.0
5,A21B8AV7E3MPXE,B011JFR26Y,2.1666666666666665
5,A1DRM3JV6T5O6P,B01DOZ5AA2,5.0
1,A2CA0CFUZS89OG,B004UMYEIS,1.0
5,A2CA0CFUZS89OG,B00203Q9B4,3.8522288417467374
5,A2CA0CFUZS89OG,B00DHO1EOC,3.0357142857142856
4,A1FUBPW8U2RYUY,B003YC8NS2,2.9440243881143515
5,A7EK88GF8N40F,B0025YVBG6,4.912636393354878
3,A1LANNQ26C7MUT,B00EXW53GC,2.1775588090211846
3,A2CA0CFUZS89OG,B004XMAVFA,2.9999999999999996
3,A2CA0CFUZS89OG,B00KYCLTCM,3.0357142857142856
5,A3OXRFCJI67IMN,B00DX7QL2S,4.999999999999999
5,A2CA0CFUZS89OG,B00LCBRIW4,4.999999999999999
4,A2L6BT1PVV9YN0,B00PSFLL3M,4.0
5,AQYEEGNRXM0P1,B00DX7QL2S,4.676031369246962
4,A2HNOQBIAAOZU,B01B4OIJ62,3.8
5,A3C2JQC6R2K52C,B01AZR97RE,5.0
3,A13H5US9Z7L9M7,B01B4OIJ62,4.273800873934039
3,A33HIV8RXRDM88,B001O1K3I8,3.0
4,A2YB7DLC3FOR7W,B00B95PWFS,3.388791858140214
4,A32O98PFC3OP7K,B00DX7QL2S,3.7408250953975695
3,A3Z9QN0RCOHEY,B00B95PWFS,2.5415938936051607
5,A32O98PFC3OP7K,B0058YKIA0,5.0
1,AY1EF0GOH80EK,B00B95PWFS,0.8471979645350535
5,A3VGHF7VNFBMCQ,B00CNE2GOO,3.273037047647634
5,A2R80172BBNSTA,B00ZY65RUI,5.001687087610633
5,A3RZOPQ42Q50B1,B00DX7QL2S,4.676031369246962
5,A3VGHF7VNFBMCQ,B002K6AHQY,5.001687087610633
3,A37UX46Q3OVSAC,B003BT6HMW,3.0
5,A13H5US9Z7L9M7,B0025YVBG6,4.912636393354878
5,ADFLBRY00Y70G,B002SQ6K1M,3.9079772273534523
3,A21B8AV7E3MPXE,B01G2LF2VW,2.1666666666666665
5,A1X2B7H1P11DXH,B00DX7QL2S,4.676031369246962
5,A1UC3OP4QI0RRU,B00B95PWFS,4.2359898226752675
4,A11OTLEDSW8ZXD,B017GZJFV6,4.5
5,A3EXIZWHSNVNME,B00B95PWFS,4.658518663084454
5,A1X2B7H1P11DXH,B00ZY65RUI,5.001687087610633
5,A2R1HUYHXV7H18,B0025YVBG6,4.912636393354878
5,A2R1HUYHXV7H18,B00ZY9MZZU,4.0
5,A56VIAK488876,B000J10II4,4.600421631670015
3,AR9GZ8B7NJJPN,B01DSY86YG,3.0000000000000004
5,A3A90CELVLOUP6,B01B4OIJ62,5.0
5,A235NA61RC6YC1,B001EGP680,4.615384615384615
5,A1NXA6Y1T9XDUM,B000J10II4,4.600421631670015
5,A2KWQ64TRHB3YH,B00B4F0LZ4,5.0003749083579185
5,A3C2JQC6R2K52C,B0025YVBG6,4.912636393354878
3,A16YMCFWGSFGS9,B0161ZC5GY,2.999999999999999
5,A56VIAK488876,B009G532FA,4.7727272727272725
4,A26BU3ZU0R5IPF,B01B4OIJ6M,3.3781133154871346
4,APCSV85SWASN2,B00B95PWFS,3.388791858140214
5,A1I477ADGMLVJM,B0161ZC5GY,5.0
5,AJID2XYGNFOOT,B00AAR9I60,4.666666666666667
5,AJID2XYGNFOOT,B00NOZI1TU,4.666666666666667
5,A13BQX5F2A0CQF,B005CVGJFM,5.0
4,AQCYEZYS51OBC,B00DX7QL2S,3.7408250953975695
3,A1DG75OT3Y49EM,B00II27SSO,3.24568417087473
5,AJID2XYGNFOOT,B00F6XZVXC,4.666666666666667
4,A2VWE5SGNDS8HW,B00B95PWFS,3.388791858140214
5,A16AXQ11SZA8SQ,B00B4F0LZ4,3.3333333333333335
5,A279A4Y2N1CQ26,B00B95PWFS,3.555753967463255
5,AZ9N3928BGQ0E,B00B95PWFS,4.2359898226752675
5,A2ZGPAIV64KOYU,B00B95PWFS,4.2359898226752675
4,A19XMHRB3G4DIR,B0161ZC5GY,4.0
4,A2OGN68EIOK1DC,B00ZY9MZZU,4.0
5,A231LBC8EGPO5L,B0025YVBG6,4.910979342873791
4,A1X7TX6H43L9K2,B00J9PYEYU,4.0
4,A3QL857ALV5RCJ,B00B95PWFS,3.388791858140214
3,ARYSDAZNRXN6G,B001PLXLU4,3.0
5,AQYEEGNRXM0P1,B001PLXLU4,5.0
4,A1X7TX6H43L9K2,B00203MP9E,4.0
4,A1VK6EKINVYAT7,B00940L86C,3.7336417042518093
5,AJID2XYGNFOOT,B00F6XZNLM,4.830091608180234
4,A2R1HUYHXV7H18,B000TUNMW4,4.0
3,A2Q8GFSEUSGJ51,B01AZR97RE,2.9999999999999996
5,A3C2JQC6R2K52C,B000V3ME6Y,5.0
5,A2YB7DLC3FOR7W,B00FASVFI8,4.357142857142857
4,A2OXRXUVPXRC9H,B00103DUZS,3.263157894736842
5,A2QNMPNXW1QAQ5,B00B95PWYE,4.751512176540405
5,A1SM0G50FP7XKJ,B00940L86C,4.667052130314762
5,A9O3ZVSNHZ0WJ,B0017SWIU4,4.041152541270032
5,AJ9AE2BVND0GS,B0161ZC5GY,5.0
4,A1TPW86OHXTXFC,B0161ZC5GY,4.0
3,A3U029B8Z5WGI2,B0058YKIA0,3.0000000000000004
5,A2OQYSTYR8SSVQ,B00ZY65RUI,5.055263643747491
5,ASFW4ZMNZJKDA,B000TUNMW4,5.000000000000001
4,A3HZ687GB0AH7Y,B01BM67SPU,4.4026318218737455
1,ADCFYDFH76H20,B0015ZC0W0,1.0
5,A31AVXMESQRQAC,B00B4F0LZ4,5.317925410857745
4,A3E0W5O1MPW3K,B0025YVBG6,4.17859549434656
3,AK3402G7FO7AY,B00B95PWFS,2.5415938936051607
3,A3D9NUCR4RXDPY,B01AZR97RE,2.9999999999999996
5,A1JEAPSES2HNVE,B0025YVBG6,5.223244367933201
5,A2KWE2ZM1EEBGJ,B01DSY5XZ6,5.0
4,A1OPZ3BUTEL47R,B01B4OIJ62,4.0
5,A231LBC8EGPO5L,B000TUNMW4,5.000000000000001
4,A3HAA7H8PBVM78,B00940L86C,3.7336417042518093
5,A19KLUZ1XD3SRN,B00B95PWFS,4.2359898226752675
4,A3EXIZWHSNVNME,B0161ZC5GY,4.0
4,A1TPW86OHXTXFC,B001PLXLU4,4.0
5,A3091RP0SPZLMN,B00ZY9MZZU,5.0
5,A2OQYSTYR8SSVQ,B0025YVBG6,5.023029890761078
5,A2R1HUYHXV7H18,B001PLXLU4,5.0
5,A2MJ8OL2FYN7CW,B00B4F0LZ4,5.0334645573214205
5,AQY5XBYSENNZQ,B0025YVBG6,4.943848092818572
5,A2RME4353Y911C,B0025YVBG6,4.892113017427766
4,ABQEKKRD6WZFA,B00B4F0LZ4,4.026771645857136
5,A2RME4353Y911C,B01AZR97RE,5.0
5,A1H9TJEG3YPZ3M,B0038CS02W,3.75
2,AM83WJG9BE2EP,B008XWXZ9U,1.9716952149085858
5,AKMEY1BSHSDG7,B000TUNMW4,5.000000000000001
5,A32XGYDA14KT13,B00ZY65RUI,5.0334645573214205
5,A2N7F6VT2SQDYZ,B00B4F0LZ4,4.400312924484711
5,A2GA64WZK8PKBC,B0025YVBG6,4.910979342873791
5,ACJ9N7ED37HXS,B00B4F0LZ4,4.472151845199271
5,A29VG90T649CSU,B00B4F0LZ4,4.285714285714286
5,A9BM5GD4ASCMD,B00JGWYOG4,4.3197096710891385
4,A3U5HKDHPYBAK3,B00B4F0LZ4,4.0
4,AYMD77ITD15PT,B00JZ2AURM,4.0
3,AMB2Z4FMDBWQY,B00B95PWFS,2.5415938936051607
3,A3QKYFU781YTKU,B00B95PWFS,2.5415938936051607
5,A9BM5GD4ASCMD,B004FH8NAS,2.3181818181818183
5,A3MZNRSDQ32UUH,B00ZY65RUI,5.0
3,A30ODR6WBE61UB,B00B95PWFS,2.541593893605161
3,A26JLTTRXIY6OI,B00B95PWFS,2.5415938936051607
5,A231LBC8EGPO5L,B00ZY65RUI,5.0
5,A1I6U5AQAT3ZG9,B00B95PWFS,4.2359898226752675
4,A2R1HUYHXV7H18,B00940L86C,4.667052130314762
2,A19RDMX22VXXSD,B00B95PWFS,1.694395929070107
4,A3M6TSEV71537G,B0058YKIA0,4.0
3,A2SPV96SGOEO2,B009S7H0UE,3.0
5,A2BH950K3IQ0UQ,B00BXKET7G,1.0
4,A2OGN68EIOK1DC,B0161ZC5GY,4.0
4,AVU1ILDDYW301,B00B4F0LZ4,4.116054673431468
2,A2LAS014NSRW72,B00PSFLL3M,1.513955774834512
5,A0916357J9P21ZUYUZO6,B001VJVP0S,5.0
5,A17TASZJT6Y39D,B0025YVBG6,4.910979342873791
4,A1LUK8APLC16WK,B00ZY65RUI,4.0
4,A1UQUDT2Q0YENM,B00B95PWFS,3.624640984953463
5,A56VIAK488876,B001DTZK0C,4.7727272727272725
5,A3PD8KD87AXNLD,B008VKEA9I,3.1666666666666665
5,A157UIVPN0NYNN,B002HG7NX2,5.0
4,A34W7QA4J5UTOR,B00ZY9MZZU,4.0
5,A2PU5IDX61XJ7A,B00DX7QL2S,4.676031369246962
5,A56VIAK488876,B00F6XZNLM,4.830091608180234
2,A2IQ2DVZK4YZCW,B00BJ5XCBE,1.049728260215736
4,A3EAP2VG0BVYWX,B000TUNMW4,4.0
5,A1UQBFCERIP7VJ,B01DSY86YG,5.24864130107868
5,ARYSDAZNRXN6G,B0025YVBG6,4.986376388626347
4,AWPN47SSWK1JV,B0161ZC5GY,4.0
5,AOEUN9718KVRD,B0161ZC5GY,5.0
4,A1DQHS7MOVYYYA,B000TUNMW4,4.0
5,A2YB7DLC3FOR7W,B0032Z24JU,5.0
3,A2YB7DLC3FOR7W,B017GZJFV6,4.357142857142857
4,A2N7F6VT2SQDYZ,B000V3ME6Y,4.400312924484711
3,A9XX8OHS2ZQ2X,B00PSFLL3M,2.2709336622517684
5,A14E7LZASLSX36,B01B4OIJ62,3.727272727272727
2,A1DNXL8BIR5R8R,B00LNJSDWO,2.0
5,A1ZO9D554VQO9F,B01B4OIJ62,5.0
1,A55DD6L83R61T,B01CF4J540,0.9891547403865589
5,A1SLHI58I09T1K,B001EGP680,5.0
2,AMQ80PCZVF0Y3,B00UZFYSTY,0.14285714285714285
5,AQYEEGNRXM0P1,B000TUNMW4,5.000000000000001
5,AQ6AGWKWMTY8H,B00B4F0LZ4,5.0
5,AQYEEGNRXM0P1,B00ZY9MZZU,4.0
3,A36WTXJBYS3DB6,B001PLXLU4,3.0
3,A16NRV54CGOO69,B00B4F0LZ4,4.2
5,A36U7QMYILRLSW,B00ZY65RUI,5.0
2,A3U0S17XYK8XMJ,B001EGP680,3.361475928648381
3,A3AO77W3NW2N9G,B00PSFLL3M,2.2709336622517684
4,A1LA4K5JF78BER,B008XWXZ9U,4.115726456951199
3,A9BM5GD4ASCMD,B00172O9NO,2.3181818181818183
4,A4EG8M5Q7C7WM,B00LNJSDWO,3.4123444461074466
3,A27D0VRNOOUNRR,B001PLXLU4,3.0
5,A3K1ZGGHL4EXU,B005M2XHBK,2.7653517537061334
3,A3MEMX0XF00TBD,B0032Z24JU,3.0
5,AI133BDJHFORJ,B0065I8MC4,5.0
5,A2R4UNHFJBA6PY,B000QU75H0,4.525548348577448
5,AI133BDJHFORJ,B001QTLNK0,5.067838791120924
5,A1TPWGBNIYJ76F,B00940L86C,4.667052130314762
4,A1Y7C52533BA2H,B000TUNMW4,4.0
4,AI133BDJHFORJ,B00VVX77RE,4.0
5,AI133BDJHFORJ,B011MD169C,4.608187879741449
4,A9BM5GD4ASCMD,B00N9TSRPE,2.3181818181818183
4,A3CG93783LP0FO,B001QTLNK0,4.0542710328967395
4,ATECU14VUIOJ0,B0032Z24JU,4.0
4,A2F540P3L6P5CL,B00B95PWFS,3.388791858140214
5,A3KWR8J6CUUU63,B00B95PWFS,4.2359898226752675
3,A31RULW0KNYJ5H,B000GEJQKK,2.999999999999999
5,A3JUHP1E3WUHEA,B000AV4XW0,3.903744958546594
5,AWXQORMZ3JY4P,B000TUNMW4,5.000000000000001
5,A39H1GO9E3YQIB,B00B95PWFS,4.2359898226752675
1,A3K1ZGGHL4EXU,B00JRW7QCC,2.5545368858116047
3,A38KO3KKR7GF4V,B00COV2LUA,0.75
3,A10ZBR6O8S8OCY,B0058YKIA0,3.0000000000000004
5,ADS99W8WMEXZ2,B00ZY65RUI,5.391721059808828
4,A3VGAP2KLCBNBB,B00ZY65RUI,4.313376847847062
5,ARYSDAZNRXN6G,B00ZY65RUI,5.391721059808828
5,A29EAHK7SP8PIP,B00FYSZDQ4,5.000000000000001
5,A36U7QMYILRLSW,B00MTUT834,5.0
5,A3QGVH7WIATOSP,B0002H842C,5.0
5,A3QGVH7WIATOSP,B0001EKVGS,5.0
2,AMB2Z4FMDBWQY,B000GEJQKK,2.0
2,A306NASGVUDFKF,B000GEJQKK,2.0
5,A2GPJR489OIH42,B000GEJQKK,4.999999999999999
5,A2L6BT1PVV9YN0,B000V3ME6Y,3.9825452549409746
5,A3NHUQ33CFH3VM,B000GEJQKK,4.999999999999999
4,A3QGVH7WIATOSP,B000CRQHNU,4.0
2,ARTHSLN5BW5PW,B000GEJQKK,2.0
2,AJRFZ0VZ0LD26,B000GEJQKK,2.9390723589054484
5,A32O98PFC3OP7K,B000AV4XW0,0.4664532494653403
5,A2Z8HBD9WFK2Z3,B002SQ6K1M,3.9079772273534523
3,A1AKQ1YUS4BT82,B00MTUT834,3.0
4,A1UJBAL0ZT6O3D,B00CLIC7E6,1.1742979830903013
5,A22B13EJTZKCTM,B001PLXLU4,5.0
4,A3QGVH7WIATOSP,B001G9CJO4,3.44
5,A173YMJ9XFVRSY,B00B95PWFS,4.2359898226752675
5,A3FP7OTPZKMMZS,B005O8XYYM,5.0
3,A1RRMZKOMZ2M7J,B01B3QIEPC,3.0
4,A3QGVH7WIATOSP,B00IZO0LLG,4.0
5,A3QGVH7WIATOSP,B001CENUN2,3.44
1,AN0U0GNJJPEUR,B00H2VO6P0,1.0
5,A33HIV8RXRDM88,B002HG7NX2,5.0
5,A3CG93783LP0FO,B0032Z24JU,5.0
5,A33HIV8RXRDM88,B00J66M2SM,5.0
5,A1DQHS7MOVYYYA,B00G193RVI,3.7142857142857144
3,A1NIGUK4M2ST8,B00DX7QL2S,2.8056188215481774
5,A1LUK8APLC16WK,B00PSFLL3M,5.0
5,A33HIV8RXRDM88,B00H2VO6P0,5.0
2,A2503LT8PZIHAD,B001QTLNK0,2.0
3,A36BQWQPYU6FRM,B00LNJSDWO,3.0
4,A2TBZAC0XYHLIB,B00B95PWFS,3.388791858140214
2,A1CEG62GJ3BI5U,B00B95PWFS,1.9056603492747004
4,A1TPW86OHXTXFC,B00G193RVI,3.625
4,A32O98PFC3OP7K,B00LNJSDWO,4.444444444444445
5,A3VBZDYGHF4NK8,B0032Z24JU,5.0
4,A2L6BT1PVV9YN0,B01B4OIJ6M,3.5064654346166244
3,A1YH6DMZOS59A2,B017GZJFV6,3.3
4,A2GA64WZK8PKBC,B001PLXLU4,4.0
5,A32O98PFC3OP7K,B000GEJQKK,4.999999999999999
5,A33HIV8RXRDM88,B00M0V39VE,5.0
5,A2R4UNHFJBA6PY,B0025YVBG6,5.0133992394570015
5,APL83S3QHRHGT,B001FYZAWS,5.0
3,AVL5IDEE8YA3D,B016FD2DQY,3.0
5,AWXQORMZ3JY4P,B00940L86C,4.667052130314762
4,A2OXRXUVPXRC9H,B000V3ME6Y,3.263157894736842
4,A1R1BFJCMWX0Y3,B0025YVBG6,4.010719391565601
5,A3E5D0Z4L63AD8,B0013U0EYI,5.000000000000001
4,A2OW1FKQFPIA5D,B000TUNMW4,4.0
5,A3E5D0Z4L63AD8,B005VQZ09O,3.061348691565056
3,A47Q26DA5037K,B000O7NP38,2.8999606060538774
4,A5H86XYSS0OU6,B00JZ2AURM,4.0
5,A3E5D0Z4L63AD8,B000QGKQXO,5.0
5,A3AHDR4F2J7YXX,B00B4F0LZ4,2.6939816656966755
4,A24O15MYDNLZBE,B00B4F0LZ4,4.083421158536804
5,A2Z8HBD9WFK2Z3,B00B4F0LZ4,5.0139035264228005
3,A2VH0UT5EQFB6P,B0058YKIA0,3.0000000000000004
2,AKMEY1BSHSDG7,B00LNJSDWO,4.340646064135454
5,A3E5D0Z4L63AD8,B0002ZW5UQ,5.000000000000001
4,AXSMYWPZY4JAW,B0006PKIQA,2.041710579268402
5,A1JXRXYVSUAW6I,B0032Z24JU,5.0
1,AHQVBCXO2WM5C,B0002ZW5UQ,1.0
5,A3NDUBKYPI47N2,B001QTLNK0,5.007972415825449
4,A2N7F6VT2SQDYZ,B000AV4XW0,4.400312924484711
1,AHQVBCXO2WM5C,B0013U0EYI,1.0
4,A2R1HUYHXV7H18,B000AV4XW0,4.268418562223493
5,A2GFX3DQ8ZHPVK,B000KQ7X4K,5.0
3,A2Q8GFSEUSGJ51,B000AV4XW0,3.2758620689655173
3,A3091RP0SPZLMN,B017GZJFV6,4.323529411764706
5,A2GFX3DQ8ZHPVK,B00F6XZNLM,4.830091608180234
5,A2N7F6VT2SQDYZ,B00ZVFKY14,5.0
2,A2OHNA7PBBQ4C5,B017GZJFV6,3.0000000000000004
5,A2GFX3DQ8ZHPVK,B01CF4J540,4.945773701932794
4,A1Q1T811N4IY3Z,B01DSY5XZ6,4.0014173183689685
1,A1UOP3I8BE70JJ,B00EXW53GC,0.7270102966277207
4,A1278GKNIB8UZ,B0010JREC2,3.886383992212574
3,A2OHNA7PBBQ4C5,B00DX7QL2S,2.9352062738493925
3,A2OW1FKQFPIA5D,B00DX7QL2S,2.8056188215481774
5,A2N7F6VT2SQDYZ,B00G193RVI,4.400312924484711
3,A2GI8X394RLF83,B00KYCLTCM,3.5128205128205128
5,A2X3ZCTZ6PUHMC,B00LNJSDWO,3.878487931923634
3,A1IDWUYX4QXTUE,B00PSFLL3M,2.2709336622517684
5,AW7BIYHXUIZ62,B00ZVFKY14,5.0
5,A3MFGULNTMAJS9,B00ZVFKY14,5.0
5,A2PJYNJ7NPE4BA,B0025YVBG6,4.910979342873791
4,A5X1B2HBQUR3P,B000TUNMW4,4.0
4,A1E3TWWRB1Q7CS,B000J10II4,3.6803373053360127
4,A3JUHP1E3WUHEA,B000GEJQKK,4.091743843675055
3,A3U19PYYRF7Y1S,B00M0V352C,3.0
5,A36VWPU7SXWOFG,B00F6XZNGM,5.0
5,A36VWPU7SXWOFG,B00F6XZNLM,4.830091608180234
4,AJ6H9ZV7TJUUT,B000GEJQKK,4.0
5,A36VWPU7SXWOFG,B00F6XZN9O,2.8881056787023014
5,A1JZFGZEZVWQPY,B00ZY65RUI,5.294685147979747
3,A3CLHWWOVI9HMM,B000AV4XW0,2.5714285714285716
5,A1VK6EKINVYAT7,B01B3QIEPC,4.0
1,A209XHC20QAYM,B00ZY65RUI,1.0589370295959495
5,APCSV85SWASN2,B00ZVFKY14,5.0
5,A36VWPU7SXWOFG,B00PX78KPM,5.0
3,A30ODR6WBE61UB,B00LNJSDWO,3.3076923076923075
2,A2503LT8PZIHAD,B00LNJSDWO,4.0
4,A3P8ZDHC7XSKSE,B00B95PWFS,3.388791858140214
5,A11OTLEDSW8ZXD,B00B95PWFS,4.2359898226752675
4,A2BH04B9G9LOYA,B00G193RVI,4.6
4,A5X1B2HBQUR3P,B00B95PWFS,3.388791858140214
4,A1VCPMT1RRS7K0,B000AV4XW0,4.30137070106235
3,A3U19PYYRF7Y1S,B002HG7NX2,3.0
4,A1E3TWWRB1Q7CS,B00B95PWFS,3.388791858140214
5,AWXQORMZ3JY4P,B00ZY9MZZU,5.0
5,A26SO3TOT2TLJE,B00ZY9MZZU,5.0
5,AWCJ12KBO5VII,B00ZY9MZZU,5.0
5,A1E5WXNTI7EO2A,B0025YVBG6,5.124727891361849
5,A2H3B82GQHA179,B0002ZW5UQ,5.000000000000001
5,A2H3B82GQHA179,B0013U0EYI,5.000000000000001
4,A37U4HM0UG7FQ0,B0032Z24JU,4.0
4,A2W9I628I6SE1U,B00PSFLL3M,3.027911549669024
1,A209XHC20QAYM,B000TUNMW4,1.0
3,A2PJYNJ7NPE4BA,B00G193RVI,4.15
4,A2WW57XX2UVLM6,B00B95PWFS,3.388791858140214
5,A2FNBD43DEZPM3,B0058YKIA0,5.0
5,A2H3B82GQHA179,B000QGKQXO,5.0
5,AIEEK7AHXKZCC,B00ZVFKY14,5.0
5,A2H3B82GQHA179,B0001Z66UM,3.779455441527693
5,A2BZ7MYTSNYMEW,B000GEJQKK,4.999999999999999
5,AR9GZ8B7NJJPN,B00G193RVI,3.506377616921833
4,A3CW8OUDH7M079,B01B3QIEPC,3.65
5,A1VS1LL905P5L5,B000LD3J3Q,4.182948352870374
3,A2L6BT1PVV9YN0,B00DX7QL2S,3.5069374945548693
3,AX0ZTNX6KVJ40,B00LNJSDWO,3.0
5,A3NDUBKYPI47N2,B00ZVFKY14,5.0
3,AWCJ12KBO5VII,B00B95PWFS,2.7774430204184095
5,A3FS3FJPD3RJTD,B0032Z24JU,5.0
5,A1BK60GZ4QME6I,B000AV4XW0,4.791666666666667
4,A1Q1T811N4IY3Z,B003YC8NS2,2.9440243881143515
4,A231LBC8EGPO5L,B01AZR97RE,4.0
1,A1IFZDSZE0I08V,B0006PJRRG,1.0053079620862226
5,A1X2B7H1P11DXH,B000O7NP38,4.993214035315932
5,A4JI0CFOUAXBR,B006RBR7NO,5.026539810431113
4,ACN5JM2KDK72H,B001PLXLU4,4.0
3,A1IA0O3OYQO9LV,B00940L86C,2.800231278188857
5,AD8JK9PUC5H0A,B00MGSJG3G,1.25
4,A2KS0FVY2CNJ8M,B00B95PWFS,3.388791858140214
5,ACQYIC13JXAOI,B01B4OIJ62,3.5555555555555554
4,A357B3PUHSVQA,B01B4OIJ62,4.0
4,A2GY5WCU9PKTMI,B000AV4XW0,3.4285714285714284
4,AQYEEGNRXM0P1,B00940L86C,4.667052130314762
4,A2PJYNJ7NPE4BA,B001QTLNK0,4.0
3,A5ZD6FBMZQGDS,B000AV4XW0,3.1368916440784886
3,A2GI8X394RLF83,B00203MP9E,3.0
5,A1UQUDT2Q0YENM,B000AV4XW0,0.4664532494653403
1,A2JZ8T64YZDQSI,B000O7NP38,0.9666535353512924
3,A2GI8X394RLF83,B00J9PYEYU,3.0
3,AMB2Z4FMDBWQY,B003YC8NS2,2.208018291085764
4,AACR8PZRSFG3J,B00ZY65RUI,4.02123184834489
1,A1IFZDSZE0I08V,B0006PJRVM,1.0053079620862226
5,A3MZNRSDQ32UUH,B00KSS3MJ0,5.0
2,A3PSZ52D77DM4P,B000QGKQXO,2.0
5,A2WC9NFLG57W4H,B00G193RVI,5.0
3,A3SLC8F6VIWXIR,B000LD3J3Q,1.75
5,A1SM0G50FP7XKJ,B00KSS3MJ0,5.0
4,A2QRXQPHDMFCQV,B001EGP680,4.0
4,A3JUHP1E3WUHEA,B000LD3J3Q,3.903744958546594
4,A3U5HKDHPYBAK3,B002SQ6K1M,3.1263817818827624
4,A1TPWGBNIYJ76F,B000O7NP38,3.8666141414051696
5,A2GPJR489OIH42,B001QTLNK0,4.999999999999999
